id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762815710,42575,3,2.0,755,2280,2.0,0,0,4,7,755,0,1909,1995,110009,28.8648,77.1756,995,2500,1,54,7548000
6762815777,42575,3,1.5,995,2989,1.5,1,4,4,7,995,0,1926,0,110044,28.6174,77.2327,1050,3110,3,65,7500000
6762816445,42575,4,2.5,1155,4812,2.0,0,0,3,8,1155,0,1984,0,110012,28.8539,77.0289,970,4818,3,53,7173000
6762816472,42575,3,3.25,1565,14000,1.0,0,0,3,9,1105,460,1985,0,110022,28.7249,77.2507,1355,17499,1,65,7140000
6762816530,42575,2,2.0,935,2781,1.0,0,0,3,8,935,0,2006,0,110046,28.5448,77.0244,1085,2790,2,50,7110000
6762816559,42575,4,2.75,1080,2102,1.0,0,3,3,7,540,540,1969,0,110023,28.4904,77.2291,1225,3007,2,55,7080000
6762816752,42575,4,2.75,1100,4726,1.0,0,0,5,8,550,550,1955,0,110056,28.5458,76.8669,695,2677,3,52,6996000
6762817168,42575,5,2.25,1050,3468,1.0,0,0,3,8,800,250,1974,0,110010,28.4446,77.1256,1050,4330,3,79,6804000
6762817339,42575,4,3.0,1085,2882,2.0,0,0,3,8,1085,0,1992,0,110011,28.4691,77.3348,1005,2840,1,77,6720000
6762817607,42575,4,2.5,1025,4341,2.0,0,0,3,8,1025,0,1987,0,110020,28.4502,77.3406,1005,4372,2,78,6600000
6762817608,42575,3,2.5,1170,2100,1.5,0,0,3,7,770,400,1906,0,110045,28.603,76.9909,795,2100,3,74,6600000
6762817729,42575,3,1.0,560,3300,1.0,0,0,3,7,560,0,1943,0,110002,28.7819,77.0707,650,3300,1,78,6599940
6762817958,42575,2,1.0,560,3750,1.0,0,2,4,7,560,0,1971,0,110030,28.4679,76.8815,1520,8470,1,80,6480000
6762817959,42575,4,1.5,1496,9700,2.0,0,0,4,7,1116,380,1921,0,110032,28.4626,77.2867,1030,7550,1,70,6480000
6762818574,42575,3,1.75,815,7800,1.0,0,0,3,7,815,0,1958,0,110010,28.7088,77.1343,915,5425,1,73,6264000
6762818671,42575,4,2.25,1320,17435,1.0,0,0,3,8,885,435,1977,0,110012,28.4946,77.0426,1250,17790,3,54,6216000
6762819104,42575,3,1.5,1075,2000,1.5,0,0,3,7,735,340,1928,0,110056,28.4469,76.9064,875,2000,2,50,6000000
6762819105,42575,3,2.25,710,491,3.0,0,0,3,8,710,0,2006,0,110029,28.4801,77.3234,765,640,2,66,6000000
6762819450,42575,4,2.75,1050,3618,1.0,0,0,3,8,700,350,1979,0,110034,28.8434,77.1151,950,3759,1,56,5898000
6762819843,42575,3,2.0,1130,3581,1.0,0,0,3,9,1130,0,2012,0,110047,28.7943,76.9915,1170,3365,2,67,5759400
6762820063,42575,3,2.25,945,6118,1.0,0,0,3,8,945,0,1978,0,110020,28.57,77.0251,1195,6161,2,70,5676000
6762820131,42575,3,3.5,1760,17756,2.0,0,2,3,8,1380,380,2005,0,110071,28.7148,76.9853,1430,19807,2,66,5640000
6762820212,42575,4,1.75,1125,4290,1.0,0,0,4,7,665,460,1958,0,110018,28.6579,77.1509,1125,5016,3,78,5616000
6762820213,42575,3,2.25,815,1245,2.0,0,0,3,7,815,0,2004,0,110046,28.725,77.315,815,1340,3,61,5616000
6762820451,42575,4,2.5,1100,3200,2.0,0,0,3,8,1100,0,2010,0,110016,28.7277,77.2783,1300,2935,1,64,5520000
6762820584,42575,3,1.0,645,1940,1.5,0,0,4,7,645,0,1919,0,110006,28.7018,77.0802,645,2425,3,60,5478000
6762820625,42575,3,2.25,1090,3425,1.0,0,0,3,7,875,215,1973,0,110034,28.5277,77.2632,870,3508,1,79,5460000
6762820749,42575,3,2.5,710,407,2.0,0,0,3,8,570,140,2008,0,110017,28.4187,77.0616,670,691,1,63,5415600
6762821071,42575,3,2.0,810,2550,1.0,0,0,3,7,295,515,2006,0,110053,28.6187,76.9762,850,3875,2,52,5340000
6762821612,42575,5,1.75,680,5304,1.0,0,0,3,7,530,150,1966,0,110034,28.8277,77.3417,745,4967,1,74,5174400
6762821661,42575,3,1.5,790,2500,1.0,0,0,3,8,645,145,1939,0,110006,28.6734,77.0019,785,2250,3,52,5160000
6762821662,42575,2,1.0,495,2460,1.0,0,0,3,6,495,0,1931,0,110006,28.7995,77.0119,495,2480,2,54,5160000
6762821663,42575,4,1.0,675,4500,1.5,0,0,4,7,675,0,1964,0,110029,28.876,77.3448,970,4000,1,57,5160000
6762821748,42575,3,2.5,715,4620,2.0,0,0,3,7,715,0,1984,0,110020,28.4785,76.917,740,4062,1,72,5148000
6762822180,42575,4,2.0,1090,5223,1.0,0,0,4,8,640,450,1969,0,110015,28.7321,77.2303,1095,5493,2,57,5028000
6762822480,42575,2,2.0,675,1963,1.0,0,0,3,8,675,0,2007,0,110046,28.7237,77.3179,720,1963,3,56,4920000
6762822481,42575,5,2.75,1455,2901,2.0,0,0,3,7,1455,0,2006,0,110025,28.8704,77.1059,1455,2500,2,57,4920000
6762823743,42575,3,2.25,1035,7098,2.0,0,0,3,7,1035,0,1989,0,110016,28.8731,76.8513,775,6930,3,77,4554000
6762824260,42575,5,2.0,800,2084,1.5,0,0,3,7,800,0,1927,0,110067,28.7296,77.0375,595,2084,2,72,4380000
6762824425,42575,5,1.75,775,2612,1.5,0,0,4,7,775,0,1941,0,110062,28.5169,76.9058,610,2612,2,74,4320000
6762824872,42575,4,2.5,1305,2933,2.0,0,0,3,8,1305,0,2005,0,110025,28.7833,77.0581,1240,2594,1,73,4200000
6762825097,42575,4,2.5,1385,4875,2.0,0,0,3,8,1385,0,1989,0,110036,28.4514,77.245,1185,3475,3,80,4164000
6762825155,42575,4,2.5,991,3001,2.0,0,0,3,9,991,0,2012,0,110024,28.7747,77.0694,1251,2375,1,60,4140000
6762825328,42575,2,1.0,545,3385,1.0,0,0,3,6,545,0,1954,0,110035,28.8369,77.066,600,2496,3,53,4080000
6762825329,42575,4,2.25,1115,3395,2.0,0,0,3,8,1115,0,2005,0,110025,28.5838,77.1284,1210,3148,2,73,4080000
6762825330,42575,3,2.5,1135,3958,2.0,0,0,3,8,1135,0,1986,0,110024,28.7027,77.1408,1080,3958,1,80,4080000
6762826019,42575,4,2.75,1055,3419,2.0,0,0,4,8,1055,0,1991,0,110070,28.6065,77.2781,1050,3640,1,50,3900000
6762826144,42575,3,1.0,620,3750,1.0,0,0,4,7,620,0,1976,0,110020,28.6101,77.0042,620,4875,3,65,3899400
6762826347,42575,4,1.5,945,5353,1.0,0,0,3,7,945,0,1962,0,110063,28.549,77.2608,805,4413,2,64,3839880
6762826423,42575,3,2.0,895,4114,1.0,0,0,3,7,695,200,1980,0,110047,28.7658,77.133,940,4114,1,52,3804000
6762826658,42575,3,1.0,820,6030,1.0,0,0,4,7,820,0,1960,0,110016,28.8494,77.0003,840,4573,2,54,3732000
6762826697,42575,4,1.75,740,5600,1.0,0,0,4,7,740,0,1969,0,110016,28.8516,76.9976,740,10155,3,51,3720000
6762827047,42575,3,1.0,530,4620,1.0,0,0,4,7,530,0,1956,0,110039,28.4839,77.0306,950,3242,3,72,3612000
6762827258,42575,3,1.75,865,7135,1.0,0,0,3,7,865,0,1959,0,110007,28.8199,77.1613,800,5616,3,54,3588000
6762827882,42575,4,2.75,1195,3665,2.0,0,0,3,7,1195,0,1989,0,110019,28.754,76.9654,990,3367,3,65,3384000
6762827941,42575,4,2.25,917,3730,2.0,0,0,3,8,917,0,2012,0,110036,28.5214,77.3102,989,4504,1,69,3360000
6762828187,42575,3,2.5,1248,2200,2.0,0,0,3,8,1248,0,2007,0,110040,28.4323,77.1375,1217,2200,3,79,3300000
6762828188,42575,4,1.0,540,13057,1.5,0,0,5,5,540,0,1900,0,110068,28.5286,77.31,860,10180,2,67,3300000
6762828555,42575,3,1.5,695,1076,2.0,0,0,3,7,695,0,2001,0,110053,28.8379,76.8732,550,1308,2,56,3210000
6762828813,42575,3,2.5,835,2898,2.0,0,0,3,7,835,0,1988,0,110068,28.7039,77.0213,835,3091,2,57,3120000
6762828814,42575,3,2.0,585,2725,1.0,0,0,5,6,585,0,1902,0,110053,28.7461,76.8614,670,3192,2,53,3120000
6762828997,42575,3,2.5,744,1633,2.0,0,0,3,7,744,0,2014,0,110075,28.5234,76.9861,768,1636,2,51,3070800
6762829225,42575,3,1.0,595,3125,1.0,0,0,3,7,495,100,1954,0,110062,28.7453,77.281,880,3217,1,64,3000000
6762829888,42575,3,1.0,875,4410,1.0,0,0,4,7,875,0,1961,0,110069,28.4135,76.8683,700,4800,3,54,2808000
6762829966,42575,5,1.0,705,4500,1.0,0,0,5,7,705,0,1967,0,110019,28.5802,77.0681,600,4173,1,50,2760000
6762830139,42575,3,1.5,685,4500,1.0,0,0,3,7,685,0,1962,0,110058,28.7008,76.9088,700,4537,3,57,2700000
6762830431,42575,4,2.5,923,4000,2.0,0,0,3,7,923,0,2008,0,110040,28.4701,77.0584,923,4000,1,71,2580000
6762830484,42575,3,2.25,780,3006,2.0,0,0,3,7,780,0,1990,0,110019,28.795,77.2694,820,3145,2,78,2564100
6762831098,42575,3,1.0,435,2600,1.0,0,0,5,6,435,0,1969,0,110036,28.5128,77.1615,435,2600,2,73,2196000
6762831316,42575,3,1.0,625,2705,1.0,0,0,3,7,625,0,1980,0,110066,28.7131,77.2184,745,3160,2,54,1977696
6762831414,42575,2,1.0,350,6750,1.0,0,0,3,4,350,0,1920,0,110070,28.5945,77.0246,800,5062,1,64,1824000
6762831559,42575,2,1.0,470,3000,1.0,0,0,3,6,470,0,1943,0,110054,28.6861,77.3222,655,3000,3,62,1380000
6762831566,42575,1,1.0,540,1615,1.0,0,0,3,6,540,0,1963,0,110075,28.4516,77.2046,605,2880,2,54,1344000
6762814233,42576,4,1.75,1350,3812,1.0,0,0,4,8,725,625,1937,0,110005,28.4081,77.0609,880,1650,3,53,8520000
6762814620,42576,4,2.25,1065,5325,2.0,0,0,4,8,1065,0,1977,0,110028,28.8366,77.0632,1690,5025,3,62,8232000
6762815117,42576,2,1.0,705,2550,1.5,0,0,3,8,705,0,1927,0,110029,28.5294,77.3093,705,2112,1,57,7902000
6762818992,42576,3,1.0,510,2705,1.0,0,0,4,7,440,70,1928,0,110005,28.7934,77.1382,790,2688,3,76,6060000
6762824873,42576,3,3.25,605,470,2.0,0,0,3,8,500,105,2002,0,110039,28.8797,77.2032,825,746,2,61,4200000
6762830555,42576,2,1.75,500,1777,1.0,0,0,4,8,500,0,1975,0,110044,28.5015,77.0585,575,2000,1,61,2520000
6762830694,42576,2,1.0,450,2198,1.0,0,0,3,6,450,0,1918,0,110043,28.5273,76.9618,715,2250,1,68,2460000
6762831302,42576,3,1.0,455,4350,1.0,0,0,4,6,455,0,1943,0,110073,28.7182,77.2118,545,4350,3,77,1980000
6762827724,42577,2,1.5,610,518,3.0,0,0,3,7,610,0,2006,0,110039,28.8634,77.1539,605,329,3,50,3435696
6762810139,42578,4,3.5,2930,3600,2.0,0,0,5,10,1845,1085,1907,0,110048,28.8396,77.1007,2075,3600,2,75,28800000
6762810567,42578,3,3.5,2035,13000,2.0,0,0,3,11,2035,0,1991,0,110010,28.6414,77.162,1885,13000,1,62,17760000
6762810718,42578,5,3.5,2400,7492,2.0,0,2,3,11,1740,660,1998,0,110028,28.7817,76.9541,2025,9504,2,52,16200000
6762811091,42578,3,2.75,1190,2786,2.0,0,4,3,9,965,225,1939,0,110002,28.4652,77.247,1685,2750,1,77,13920000
6762811182,42578,4,2.5,1920,8309,2.0,0,1,4,10,1920,0,1983,0,110059,28.8692,77.3241,1800,8276,3,74,13440000
6762811253,42578,4,2.75,1505,5415,2.0,0,3,4,9,1505,0,1980,0,110034,28.8629,77.2956,1505,5325,1,52,13080000
6762811350,42578,4,2.5,1375,4974,2.0,0,0,3,10,1375,0,1999,0,110031,28.4786,77.0107,1375,4930,2,57,12600000
6762811442,42578,3,2.5,1460,2814,1.0,0,2,5,8,730,730,1955,0,110033,28.5437,77.053,1190,2500,1,59,12240000
6762811656,42578,4,4.5,1945,2953,2.0,0,3,3,11,1530,415,2004,0,110011,28.4481,77.2542,2085,3026,3,73,11640000
6762811672,42578,4,3.5,2060,3652,2.0,0,0,3,11,1535,525,2006,0,110010,28.5304,77.1476,1235,4800,2,78,11627196
6762811758,42578,3,1.75,1075,1751,2.0,0,0,3,8,935,140,1921,0,110048,28.7917,77.124,1960,3201,2,67,11400000
6762811902,42578,3,3.25,1305,2250,1.5,0,0,4,9,830,475,1909,0,110029,28.5816,77.3133,1055,2250,1,53,11100000
6762811943,42578,3,2.25,1825,2676,2.0,0,4,4,7,1100,725,1947,0,110056,28.4424,77.118,975,2485,3,74,11040000
6762812475,42578,5,3.0,1950,2625,1.5,0,1,5,8,1310,640,1931,0,110009,28.5643,77.1075,975,2850,1,54,10200000
6762813296,42578,4,2.5,1545,3556,2.0,0,0,3,9,1545,0,2001,0,110003,28.8711,76.871,1525,3000,2,63,9300000
6762814432,42578,3,2.5,1685,18109,2.0,0,0,4,9,1685,0,1988,0,110021,28.7022,76.8847,1490,15896,3,54,8399400
6762814555,42578,4,2.5,1060,4224,2.0,0,0,4,9,1060,0,1989,0,110011,28.5998,76.8537,1070,4061,2,78,8280000
6762814556,42578,3,1.0,790,2000,2.0,0,0,3,8,790,0,1905,0,110013,28.4799,77.3066,1095,2000,3,66,8280000
6762814611,42578,5,2.75,1660,5250,1.0,0,0,4,7,1010,650,1963,0,110010,28.8734,77.0542,920,5212,1,67,8250000
6762814983,42578,4,2.0,1485,26283,2.0,0,0,3,8,1485,0,1924,1985,110022,28.794,77.0843,1640,23338,3,70,7980000
6762815217,42578,3,3.0,1130,917,2.0,0,0,3,8,830,300,2002,0,110045,28.5351,77.2727,1130,917,3,74,7812000
6762815256,42578,3,1.75,775,2500,1.0,0,0,3,7,625,150,1911,2011,110027,28.4336,77.1546,555,2500,1,54,7800000
6762815667,42578,4,2.5,1120,2012,1.0,0,2,3,7,625,495,1926,2005,110005,28.4272,77.1548,690,1750,1,76,7560000
6762815668,42578,4,1.75,885,6139,1.0,0,0,3,7,675,210,1937,0,110005,28.4578,76.9983,835,4668,3,71,7560000
6762815730,42578,5,3.25,1785,2712,2.0,0,0,3,7,1785,0,2005,0,110021,28.6788,77.267,1345,2673,2,63,7524000
6762815778,42578,4,2.5,875,4500,1.0,0,0,3,8,705,170,1977,2003,110003,28.8458,76.9329,1060,4800,2,54,7500000
6762816560,42578,3,2.5,995,4162,2.0,0,0,4,8,655,340,1997,0,110034,28.6384,76.8766,1225,5303,2,73,7080000
6762816561,42578,3,1.0,765,1185,2.0,0,0,3,8,765,0,1901,0,110045,28.8046,76.9458,655,1185,1,57,7080000
6762816686,42578,5,2.75,1175,2089,1.5,0,0,3,8,760,415,1922,2015,110048,28.614,76.9839,960,2089,2,64,7020000
6762816687,42578,3,1.75,740,2400,2.0,0,0,4,7,570,170,1944,0,110033,28.7401,76.9912,905,2400,1,56,7020000
6762816743,42578,3,2.5,1240,3300,2.0,0,0,3,8,1240,0,2002,0,110046,28.7513,77.1853,1155,3328,1,62,7005600
6762817031,42578,3,2.5,1180,4969,1.0,0,0,3,8,845,335,1987,0,110012,28.4835,76.9589,1140,4813,3,51,6864000
6762817199,42578,2,1.0,480,2040,1.0,0,0,5,7,480,0,1911,0,110029,28.5734,77.1883,650,2040,2,79,6780000
6762817200,42578,3,1.75,860,1109,1.5,0,0,3,7,635,225,1931,2003,110029,28.7059,76.8956,565,800,1,57,6780000
6762817460,42578,3,3.0,1205,6091,2.0,0,0,3,9,1205,0,1988,0,110018,28.4339,76.9236,1270,4989,1,79,6660000
6762817960,42578,4,2.0,995,14539,2.0,0,0,3,9,995,0,1984,0,110020,28.5735,77.1044,1155,14176,3,52,6480000
6762818129,42578,4,2.75,1355,22981,2.0,0,0,3,9,1355,0,1995,0,110026,28.6567,77.3109,1355,16977,3,52,6420000
6762818373,42578,2,1.0,585,1500,1.5,0,0,3,7,585,0,1910,0,110029,28.8782,77.2798,765,2000,3,71,6330000
6762818547,42578,2,2.0,725,1136,1.0,0,0,4,6,375,350,1924,0,110048,28.6278,77.3344,1085,2185,3,73,6288000
6762818564,42578,4,1.75,820,4649,1.5,0,0,4,7,435,385,1943,0,110055,28.7917,77.1752,1230,7163,2,77,6270000
6762818688,42578,5,2.75,1525,3750,1.0,0,0,4,8,900,625,1966,0,110034,28.6074,77.1879,1030,3924,3,77,6214200
6762818959,42578,4,2.25,745,478,2.0,0,0,3,7,510,235,2005,0,110045,28.7823,77.1625,755,675,2,58,6084000
6762819261,42578,3,1.5,810,2554,1.0,0,0,3,7,810,0,1954,0,110005,28.6858,77.1614,690,3065,2,57,5989200
6762819317,42578,2,1.0,385,5625,1.0,0,0,3,7,385,0,1918,0,110045,28.8256,76.9236,480,2400,1,64,5964000
6762819911,42578,4,2.5,1370,16579,2.0,0,0,3,9,1370,0,1993,0,110036,28.5973,77.1219,1370,18037,1,65,5712000
6762820185,42578,2,1.75,765,3510,1.0,0,0,3,7,515,250,1942,0,110033,28.6901,77.043,1045,3300,3,69,5637300
6762820353,42578,3,1.5,600,445,2.0,0,0,3,8,515,85,2008,0,110064,28.7024,77.0713,615,1060,1,72,5579400
6762820559,42578,4,3.5,1608,2000,2.0,0,0,3,8,1293,315,2008,0,110043,28.6003,77.1118,1498,2709,3,65,5496000
6762820601,42578,3,2.5,845,2292,2.0,0,0,3,7,845,0,2002,0,110046,28.4693,76.9142,800,1582,3,64,5469600
6762820730,42578,6,2.25,1330,6789,2.0,0,0,3,7,1330,0,1937,1990,110023,28.4449,77.0297,560,4121,2,71,5424000
6762821160,42578,6,2.5,1400,5245,1.0,0,0,3,7,700,700,1968,0,110052,28.408,76.8817,1145,4358,3,76,5310000
6762821473,42578,3,2.5,920,2840,2.0,0,0,3,7,920,0,2008,0,110046,28.8193,77.3398,800,2348,2,67,5220000
6762821866,42578,4,2.25,1030,4270,1.0,0,0,4,7,770,260,1967,0,110034,28.5135,76.9093,780,3850,1,75,5100000
6762822000,42578,3,2.5,1100,17340,2.0,0,0,3,9,1100,0,1985,0,110024,28.5015,76.9793,1280,17920,3,66,5088000
6762822074,42578,3,1.75,860,2080,1.0,0,0,5,6,430,430,1940,0,110023,28.7533,77.2956,720,4053,1,80,5040000
6762822443,42578,2,2.5,795,1044,2.0,0,0,3,9,795,0,1997,0,110010,28.5536,77.0914,1160,1587,3,69,4932000
6762822585,42578,3,2.0,905,5430,1.0,0,0,3,7,905,0,1967,0,110046,28.6429,76.9178,710,5991,2,72,4889400
6762822745,42578,3,1.75,895,3490,1.0,0,0,3,7,665,230,1980,0,110034,28.478,77.0421,885,4040,2,75,4826400
6762822975,42578,4,2.5,1355,4063,2.0,0,0,3,8,1355,0,1994,0,110025,28.8607,76.9079,1260,4218,3,71,4798800
6762823856,42578,3,3.25,1380,3210,2.0,0,2,3,9,1055,325,1991,0,110070,28.8088,76.9501,1015,3862,3,50,4500000
6762824036,42578,4,1.75,845,5427,1.0,0,0,3,7,845,0,1977,0,110055,28.8146,76.876,1195,3500,3,61,4452000
6762824426,42578,4,2.5,1105,8857,2.0,0,0,3,8,1105,0,1997,0,110068,28.5953,77.0691,1105,8453,2,54,4320000
6762824555,42578,3,3.25,855,1085,2.0,0,0,3,7,700,155,2014,0,110035,28.7659,77.2533,690,650,2,51,4307880
6762825104,42578,3,1.75,915,5477,1.0,0,0,3,7,915,0,1963,0,110015,28.4691,77.143,925,4312,1,77,4163400
6762825293,42578,5,3.0,1535,2626,2.0,0,0,3,8,1535,0,2005,0,110036,28.4041,77.1532,1380,2601,1,64,4103400
6762825331,42578,4,2.5,1190,4681,2.0,0,0,3,8,1190,0,2000,0,110019,28.4096,76.9503,1095,4920,1,67,4080000
6762825931,42578,2,1.0,350,2175,1.0,0,0,3,6,350,0,1943,0,110009,28.6816,77.0219,810,2550,2,79,3936000
6762826185,42578,3,1.75,915,6250,1.0,0,1,3,7,600,315,1947,0,110066,28.6186,77.2726,915,3650,1,60,3876000
6762826376,42578,2,1.0,480,858,1.0,0,0,4,7,480,0,1951,0,110053,28.6486,76.8939,760,2500,1,72,3828000
6762826484,42578,3,2.5,800,3991,2.0,0,0,3,8,800,0,1993,0,110040,28.4036,77.279,945,4915,1,59,3780000
6762826638,42578,3,2.0,1220,6625,1.0,0,0,4,8,720,500,1977,0,110068,28.6029,77.0918,1200,5325,1,61,3744000
6762826884,42578,3,1.0,650,4500,1.0,0,0,3,7,650,0,1956,0,110039,28.7447,77.2686,750,4800,3,51,3662880
6762826905,42578,4,2.5,1125,4545,1.0,0,0,3,7,670,455,1982,0,110040,28.6125,77.009,770,3901,3,54,3660000
6762827048,42578,4,2.5,1405,3073,2.0,0,0,3,9,1405,0,1998,0,110070,28.7515,77.0194,1405,3090,1,74,3612000
6762827101,42578,3,2.0,360,3799,1.0,0,0,5,6,360,0,1947,0,110035,28.5118,77.2258,540,3604,2,72,3600000
6762827259,42578,3,2.5,795,1560,2.0,0,0,3,7,795,0,1994,0,110053,28.7903,77.2425,545,2450,3,72,3588000
6762827301,42578,3,2.0,1210,4400,1.0,0,0,4,7,710,500,1959,0,110073,28.6824,76.9648,773,4333,1,56,3582000
6762827772,42578,4,1.75,1255,3720,1.0,0,2,4,8,645,610,1962,0,110069,28.5012,77.3364,895,4000,1,72,3420000
6762827773,42578,3,1.75,965,3600,1.5,0,0,3,6,965,0,1929,0,110007,28.5136,76.8922,675,4500,2,80,3420000
6762828189,42578,4,2.5,1030,2871,2.0,0,0,3,7,1030,0,1999,0,110068,28.7015,76.8843,805,3649,3,71,3300000
6762828190,42578,3,2.5,935,3410,2.0,0,0,3,7,935,0,1989,0,110019,28.7984,77.1478,985,3410,2,79,3300000
6762828491,42578,4,2.75,915,1710,2.0,0,0,3,8,915,0,2012,0,110044,28.5995,77.2114,906,1710,2,51,3237600
6762829000,42578,4,1.0,685,20597,1.5,0,2,5,5,685,0,1900,0,110024,28.524,77.3304,795,42035,1,68,3066000
6762829226,42578,3,2.5,765,1445,2.0,0,0,3,7,765,0,2001,0,110062,28.8162,77.0525,770,1445,3,56,3000000
6762829227,42578,3,1.0,730,5457,1.0,0,0,4,7,730,0,1959,0,110047,28.7212,76.8626,745,4157,1,77,3000000
6762829607,42578,3,2.0,760,3565,1.0,0,0,3,8,760,0,1993,0,110019,28.6151,77.1514,945,3689,2,62,2892000
6762829967,42578,3,0.75,520,7500,1.0,0,0,3,6,520,0,1941,0,110060,28.6342,76.9948,705,9500,1,54,2760000
6762830342,42578,3,2.0,545,3675,1.0,0,0,4,7,545,0,1990,0,110036,28.498,77.0665,745,3870,1,55,2628000
6762830432,42578,3,1.0,590,3834,1.0,0,0,4,7,590,0,1967,0,110047,28.7009,77.0942,595,3834,3,69,2580000
6762830433,42578,3,1.0,590,4500,1.0,0,0,4,7,590,0,1970,0,110070,28.5722,76.8823,645,4158,2,72,2580000
6762831038,42578,3,1.0,420,4200,1.0,0,0,3,6,420,0,1959,0,110019,28.8779,77.093,515,4320,1,68,2250000
6762831104,42578,4,1.5,750,1053,2.0,0,0,3,7,750,0,2014,0,110062,28.6305,77.0632,745,1087,2,75,2190816
6762831109,42578,3,2.25,980,4437,1.0,0,0,3,7,645,335,1965,0,110041,28.6332,77.2063,945,4350,1,77,2184000
6762831287,42578,3,1.5,640,2773,2.0,0,0,4,6,640,0,1985,0,110075,28.6716,77.1728,575,2250,2,50,2004000
6762810060,42579,5,5.25,2545,11834,2.0,0,0,3,12,2545,0,2006,0,110049,28.84,76.9426,1915,11302,1,50,37200000
6762810085,42579,4,2.5,2880,16016,2.0,0,4,4,12,2195,685,1994,0,110052,28.7844,76.9531,1710,14237,3,64,34560000
6762810289,42579,4,5.25,2620,160458,2.0,0,2,3,10,2620,0,2006,0,110037,28.6165,76.9755,965,34412,1,63,22320000
6762810643,42579,4,2.25,1980,4320,2.0,0,2,3,9,1315,665,1925,0,110048,28.745,76.9395,1925,4320,3,58,16800000
6762810754,42579,3,3.75,3200,38332,1.0,0,2,4,10,1905,1295,1966,0,110052,28.6814,77.1786,1715,30274,2,61,15960000
6762810771,42579,4,3.25,1735,5921,1.0,0,3,3,11,1135,600,1989,0,110028,28.6363,77.3472,1955,6623,3,59,15840000
6762811218,42579,4,2.25,1655,4270,1.0,0,4,4,9,830,825,1973,0,110028,28.4923,77.1761,1725,4783,2,51,13200000
6762811485,42579,4,2.0,890,7824,1.5,0,0,5,8,890,0,1918,0,110049,28.6227,77.1533,1160,7481,2,71,12000000
6762811538,42579,3,2.25,1600,1900,2.0,0,0,5,9,1325,275,1914,0,110013,28.518,77.055,1200,1950,2,58,11940000
6762811817,42579,4,2.5,1580,19980,1.0,0,0,3,10,1580,0,1980,0,110051,28.8391,77.0063,1950,18222,3,65,11280000
6762811873,42579,4,3.0,1450,5200,1.0,0,3,5,8,765,685,1959,0,110030,28.561,77.3055,1410,5200,2,57,11160000
6762811944,42579,3,3.25,1830,4748,2.0,0,0,3,10,1830,0,2003,0,110025,28.8571,77.3345,1830,53576,1,59,11040000
6762812335,42579,4,1.75,900,2090,2.0,0,3,4,8,900,0,1921,0,110013,28.6559,77.0984,1090,2310,2,55,10380000
6762812520,42579,3,3.0,1480,21079,2.0,0,0,3,10,1480,0,1995,0,110003,28.7031,76.9951,1320,12604,1,67,10188000
6762812574,42579,4,2.75,1565,10905,2.0,0,0,4,10,1565,0,1993,0,110038,28.6606,77.2351,1665,10905,2,76,10080000
6762812781,42579,4,2.5,1460,126324,2.0,0,0,3,10,1460,0,2002,0,110012,28.4621,76.9162,1090,35937,3,80,9840000
6762812823,42579,4,1.5,1030,8055,1.0,0,0,4,8,1030,0,1949,0,110049,28.5804,77.2328,1030,8055,2,66,9780000
6762812981,42579,4,2.5,1465,2500,2.0,0,0,3,9,1380,85,2007,0,110028,28.4476,77.2595,1615,2889,2,63,9600000
6762813040,42579,4,2.5,1700,3371,2.0,0,0,3,9,1700,0,2004,0,110003,28.699,76.9125,1485,3454,1,73,9588000
6762813165,42579,4,2.5,1615,10890,2.0,0,0,3,9,1615,0,1993,0,110046,28.6145,77.3384,1615,10890,3,72,9420000
6762813619,42579,4,2.5,1540,2276,2.5,0,0,3,8,1540,0,2008,0,110003,28.7734,77.3428,1375,2464,3,59,9000000
6762813620,42579,4,1.75,1260,10917,1.0,1,4,3,8,710,550,1960,0,110054,28.5058,77.3184,850,4050,1,66,9000000
6762813621,42579,3,2.5,1480,34675,2.0,1,3,4,9,1480,0,1990,0,110072,28.479,77.098,1175,20716,2,68,9000000
6762813779,42579,4,3.5,1880,28531,2.0,0,0,3,9,1475,405,1998,0,110046,28.595,76.973,1435,14472,1,62,8880000
6762813903,42579,3,2.5,1030,4389,1.0,0,0,3,8,580,450,1953,2010,110017,28.8448,77.141,995,3780,3,57,8773200
6762814280,42579,3,1.5,990,2000,2.0,0,0,3,8,990,0,1919,0,110064,28.741,77.06,990,1800,1,78,8484000
6762814703,42579,3,1.75,810,2750,1.0,0,0,3,7,555,255,1950,0,110048,28.6011,76.953,1050,3250,3,73,8160000
6762815064,42579,5,2.25,1270,1875,1.5,0,0,4,7,755,515,1925,0,110005,28.6483,77.0618,890,1875,3,64,7920000
6762815669,42579,4,2.0,1335,1620,1.5,0,0,4,9,890,445,1930,0,110056,28.4404,77.1819,910,2000,3,59,7560000
6762815779,42579,4,2.25,1050,4145,2.0,0,0,4,8,1050,0,1978,0,110028,28.8726,76.8855,1050,4145,1,78,7500000
